timestamp_ms,classification,confidence,nose_3d_x,nose_3d_y,nose_3d_z,left_shoulder_3d_x,left_shoulder_3d_y,left_shoulder_3d_z,right_shoulder_3d_x,right_shoulder_3d_y,right_shoulder_3d_z,left_elbow_3d_x,left_elbow_3d_y,left_elbow_3d_z,right_elbow_3d_x,right_elbow_3d_y,right_elbow_3d_z,left_wrist_3d_x,left_wrist_3d_y,left_wrist_3d_z,right_wrist_3d_x,right_wrist_3d_y,right_wrist_3d_z,left_hip_3d_x,left_hip_3d_y,left_hip_3d_z,right_hip_3d_x,right_hip_3d_y,right_hip_3d_z,left_knee_3d_x,left_knee_3d_y,left_knee_3d_z,right_knee_3d_x,right_knee_3d_y,right_knee_3d_z,left_ankle_3d_x,left_ankle_3d_y,left_ankle_3d_z,right_ankle_3d_x,right_ankle_3d_y,right_ankle_3d_z
1776843397706,Deep,0.800,-0.0175,-0.5380,-0.2281,0.1510,-0.4414,-0.1199,-0.1664,-0.4500,-0.1307,0.1130,-0.4690,-0.3524,-0.1983,-0.4713,-0.3972,0.0742,-0.6288,-0.5430,-0.1605,-0.6563,-0.6009,0.1103,0.0012,-0.0086,-0.1111,-0.0017,0.0091,0.2960,-0.0649,-0.3594,-0.2267,-0.0446,-0.3433,0.2107,0.2623,-0.1810,-0.1688,0.2368,-0.1371
1776843397953,Deep,0.800,-0.0356,-0.5710,-0.1691,0.1413,-0.4549,-0.0736,-0.1880,-0.4619,-0.0687,0.1057,-0.4334,-0.3180,-0.1919,-0.4460,-0.3078,0.0349,-0.5698,-0.5289,-0.1456,-0.5901,-0.5004,0.1182,-0.0031,-0.0106,-0.1188,0.0026,0.0112,0.2795,0.1098,-0.3292,-0.2473,0.1666,-0.3035,0.1729,0.4615,-0.1414,-0.1820,0.4798,-0.1080
1776843398207,Shallow,0.800,0.0328,-0.4042,-0.3179,0.1291,-0.3790,-0.1798,-0.1361,-0.4489,-0.1874,0.0770,-0.2451,-0.1881,-0.1661,-0.3674,-0.2447,0.0488,-0.2520,-0.2704,-0.1074,-0.3845,-0.3752,0.1021,0.0044,-0.0030,-0.1030,-0.0050,0.0035,0.2007,0.3138,-0.1231,-0.2360,0.3531,-0.1310,0.1656,0.6662,0.0063,-0.2190,0.6925,0.0100
1776843398455,Invalid,0.700,0.0019,-0.1511,-0.5307,0.1102,-0.2069,-0.3561,-0.1477,-0.1749,-0.3306,0.0939,0.0108,-0.2687,-0.1630,0.0390,-0.2552,0.0142,0.2119,-0.2538,-0.2153,0.2517,-0.2486,0.0973,-0.0057,-0.0094,-0.0984,0.0051,0.0102,0.1736,0.3674,-0.0654,-0.2271,0.3737,-0.0477,0.1541,0.7291,0.0496,-0.2105,0.7627,0.0615
1776843398708,Invalid,0.700,0.0206,-0.1509,-0.5691,0.1183,-0.2117,-0.3519,-0.1493,-0.1678,-0.3571,0.0931,-0.0331,-0.2034,-0.1508,0.0431,-0.2868,0.0380,0.1639,-0.1246,-0.1706,0.2575,-0.2854,0.0986,-0.0074,-0.0006,-0.0998,0.0069,0.0016,0.1708,0.3631,-0.0507,-0.2061,0.3732,-0.0431,0.1556,0.7233,0.0563,-0.2069,0.7437,0.0512
1776843398957,Shallow,0.800,0.0444,-0.4946,-0.2342,0.1240,-0.4345,-0.1083,-0.1369,-0.4688,-0.1407,0.0767,-0.2717,-0.1151,-0.1405,-0.3071,-0.2319,0.0477,-0.2451,-0.1807,-0.0365,-0.2959,-0.3809,0.1022,0.0014,-0.0012,-0.1031,-0.0018,0.0017,0.2042,0.2986,-0.1125,-0.2247,0.3314,-0.1154,0.1662,0.6515,0.0339,-0.1843,0.6875,0.0284
1776843399203,Deep,0.800,0.0017,-0.6143,-0.1983,0.1817,-0.4897,-0.0534,-0.1528,-0.4520,-0.0589,0.3094,-0.7732,-0.1014,-0.2568,-0.5955,-0.1170,0.2463,-0.9316,-0.0347,-0.1503,-0.6884,-0.0638,0.1144,-0.0026,0.0009,-0.1154,0.0024,-0.0001,0.3001,0.0580,-0.3249,-0.2429,0.1008,-0.3284,0.2056,0.4083,-0.1806,-0.1636,0.4015,-0.1716
1776843399456,Deep,0.800,-0.0196,-0.4642,-0.4165,0.1682,-0.4510,-0.2658,-0.1704,-0.4187,-0.2341,0.3121,-0.6893,-0.3398,-0.3072,-0.5702,-0.2786,0.3458,-0.9095,-0.3879,-0.4192,-0.7370,-0.3451,0.1104,0.0002,-0.0100,-0.1113,-0.0008,0.0104,0.3005,0.0048,-0.2855,-0.2441,0.0246,-0.2923,0.2156,0.2822,-0.0594,-0.1985,0.2409,-0.0254
1776843399704,Deep,0.800,-0.0029,-0.5817,-0.2613,0.1568,-0.4760,-0.1289,-0.1773,-0.4734,-0.1247,0.2088,-0.5944,-0.2676,-0.2344,-0.6492,-0.2698,0.0385,-0.6464,-0.3112,-0.1425,-0.7723,-0.2772,0.1195,-0.0125,-0.0056,-0.1203,0.0120,0.0062,0.2994,0.1004,-0.2768,-0.2483,0.1627,-0.2657,0.1982,0.4567,-0.0759,-0.1765,0.4704,-0.0614
1776843399958,Shallow,0.800,0.0411,-0.2664,-0.5083,0.1506,-0.2667,-0.3204,-0.1372,-0.3204,-0.3244,0.1222,-0.0272,-0.2388,-0.1424,-0.2343,-0.3019,0.1320,0.1829,-0.2578,-0.1064,-0.2460,-0.3613,0.1045,-0.0002,-0.0030,-0.1052,-0.0006,0.0036,0.2214,0.3192,-0.0627,-0.2295,0.3711,-0.0713,0.1711,0.6676,0.0951,-0.1795,0.6919,0.0952
1776843400204,Invalid,0.700,0.0344,-0.1209,-0.5907,0.1439,-0.1651,-0.3800,-0.1307,-0.1593,-0.3686,0.1061,0.0354,-0.2599,-0.1208,0.0312,-0.2949,0.0696,0.2023,-0.2121,-0.1140,0.2125,-0.2831,0.1045,-0.0025,-0.0095,-0.1056,0.0018,0.0103,0.1773,0.3746,-0.0570,-0.2009,0.3773,-0.0440,0.1743,0.7124,0.0823,-0.1806,0.7290,0.1075
1776843400453,Invalid,0.700,0.0280,-0.1550,-0.5156,0.1314,-0.2076,-0.3228,-0.1342,-0.1977,-0.3282,0.0662,-0.1445,-0.1971,-0.1632,-0.0028,-0.2407,0.0439,-0.1166,-0.0992,-0.1799,0.1785,-0.2145,0.1047,0.0004,-0.0048,-0.1059,-0.0010,0.0056,0.1909,0.3353,-0.0616,-0.2134,0.3627,-0.0497,0.1623,0.6758,0.0861,-0.1691,0.7002,0.1014
1776843400703,Shallow,0.800,0.0548,-0.5753,-0.1524,0.1547,-0.4656,-0.0466,-0.1388,-0.4928,-0.0610,0.1204,-0.3688,-0.2006,-0.1562,-0.3944,-0.2359,0.0413,-0.4287,-0.3564,-0.0629,-0.4233,-0.3920,0.1108,-0.0036,-0.0002,-0.1115,0.0031,0.0007,0.2878,0.2219,-0.1828,-0.2584,0.2638,-0.1966,0.1905,0.5847,-0.0217,-0.1887,0.6032,-0.0282
1776843400958,Deep,0.800,-0.0246,-0.5262,-0.2917,0.1479,-0.4673,-0.1308,-0.1780,-0.4232,-0.1081,0.2404,-0.6743,-0.1716,-0.2440,-0.5912,-0.1440,0.1626,-0.8529,-0.1401,-0.2383,-0.7465,-0.0848,0.1136,-0.0110,-0.0053,-0.1147,0.0105,0.0059,0.3301,0.0288,-0.2832,-0.2604,0.0670,-0.2743,0.2179,0.3399,-0.1070,-0.1521,0.3319,-0.0848
1776843401204,Deep,0.800,0.0073,-0.4956,-0.3845,0.1426,-0.4736,-0.2295,-0.1647,-0.4125,-0.2234,0.2219,-0.7011,-0.3056,-0.2482,-0.5929,-0.3066,0.1715,-0.8651,-0.3313,-0.2364,-0.7366,-0.3234,0.1060,-0.0153,-0.0059,-0.1071,0.0147,0.0064,0.2846,0.0065,-0.2625,-0.2226,0.0474,-0.2691,0.2162,0.2932,-0.0351,-0.1633,0.2825,-0.0062
1776843401457,Deep,0.800,0.0073,-0.5128,-0.2941,0.1667,-0.4556,-0.1568,-0.1636,-0.4618,-0.1541,0.1737,-0.5772,-0.3347,-0.1815,-0.6023,-0.3298,0.0397,-0.6614,-0.4193,-0.1291,-0.7482,-0.3911,0.1179,-0.0072,-0.0057,-0.1187,0.0067,0.0063,0.2821,0.1333,-0.3171,-0.2510,0.1766,-0.3028,0.1841,0.5122,-0.1479,-0.1810,0.5070,-0.1251
1776843401701,Shallow,0.800,0.0384,-0.1324,-0.5742,0.1480,-0.1718,-0.3641,-0.1396,-0.1860,-0.3526,0.1257,0.0746,-0.2729,-0.1557,-0.0242,-0.2910,0.1281,0.2902,-0.2895,-0.1342,0.0717,-0.3134,0.1069,-0.0052,-0.0081,-0.1077,0.0043,0.0087,0.2156,0.3266,-0.0794,-0.2315,0.3727,-0.0729,0.1914,0.6719,0.0698,-0.1842,0.7017,0.0818
1776843401957,Invalid,0.700,0.0212,-0.1134,-0.6076,0.1514,-0.1440,-0.3961,-0.1476,-0.1462,-0.3718,0.1034,0.0671,-0.3076,-0.1619,0.0434,-0.2884,0.0655,0.2243,-0.2937,-0.1672,0.2248,-0.2624,0.1098,-0.0007,-0.0098,-0.1110,0.0000,0.0106,0.1892,0.3466,-0.0897,-0.2031,0.3414,-0.0643,0.1702,0.6594,0.0455,-0.1829,0.7087,0.0660
1776843402202,Shallow,0.800,0.0339,-0.1130,-0.5996,0.1525,-0.1201,-0.4093,-0.1583,-0.1491,-0.3880,0.0955,0.1508,-0.3729,-0.1639,0.0295,-0.3524,0.0859,0.3638,-0.4067,-0.1093,0.1300,-0.3759,0.1141,0.0007,-0.0057,-0.1149,-0.0014,0.0063,0.1965,0.3387,-0.1041,-0.2208,0.3304,-0.0991,0.1520,0.6749,0.0282,-0.1790,0.6909,0.0352
1776843402455,Deep,0.800,0.0498,-0.5747,-0.1735,0.1582,-0.4534,-0.0777,-0.1533,-0.4839,-0.0953,0.1291,-0.4267,-0.3142,-0.1553,-0.4955,-0.3632,0.0432,-0.5102,-0.5036,-0.0744,-0.5784,-0.5286,0.1123,-0.0027,0.0013,-0.1129,0.0022,-0.0006,0.3008,0.1461,-0.2761,-0.2492,0.1948,-0.2837,0.1883,0.5334,-0.1423,-0.1913,0.5472,-0.1307
1776843402705,Deep,0.800,-0.0169,-0.4917,-0.3789,0.1459,-0.4623,-0.2133,-0.1768,-0.4154,-0.1987,0.2425,-0.7246,-0.2537,-0.2380,-0.5854,-0.2281,0.2060,-0.8988,-0.2155,-0.2884,-0.7562,-0.1986,0.1119,-0.0089,-0.0084,-0.1129,0.0083,0.0089,0.3218,-0.0519,-0.3139,-0.2524,-0.0092,-0.3022,0.2179,0.2532,-0.1136,-0.1597,0.2600,-0.1099
1776843402953,Deep,0.800,-0.0266,-0.5470,-0.3159,0.1361,-0.5073,-0.1711,-0.1834,-0.4453,-0.1636,0.2182,-0.7428,-0.2573,-0.2686,-0.6164,-0.2605,0.1941,-0.9139,-0.2870,-0.2966,-0.7896,-0.3040,0.1126,-0.0137,-0.0068,-0.1135,0.0132,0.0073,0.2999,0.0064,-0.2929,-0.2492,0.0381,-0.2896,0.2055,0.3081,-0.0739,-0.1933,0.2943,-0.0585
1776843403202,Shallow,0.800,0.0344,-0.5042,-0.2021,0.1386,-0.4414,-0.0805,-0.1603,-0.4576,-0.0953,0.1479,-0.3051,-0.1869,-0.1411,-0.3252,-0.2321,0.0550,-0.3507,-0.3291,-0.0286,-0.3620,-0.3650,0.1132,-0.0022,-0.0080,-0.1140,0.0016,0.0084,0.2735,0.2770,-0.1730,-0.2536,0.3176,-0.1687,0.1852,0.6424,-0.0194,-0.2319,0.6509,-0.0067
1776843403454,Invalid,0.700,0.0400,-0.1941,-0.5153,0.1209,-0.2400,-0.3082,-0.1504,-0.2151,-0.3350,0.0681,-0.1259,-0.1533,-0.1699,0.0044,-0.2672,0.0524,-0.0638,-0.0719,-0.1850,0.2152,-0.2672,0.1019,-0.0039,0.0031,-0.1031,0.0033,-0.0022,0.1819,0.3576,-0.0498,-0.2314,0.3805,-0.0507,0.1583,0.6996,0.0793,-0.2047,0.7373,0.0687
1776843403705,Invalid,0.700,0.0364,-0.1523,-0.5710,0.1457,-0.1784,-0.3528,-0.1445,-0.1757,-0.3491,0.1072,0.0283,-0.2530,-0.1810,0.0135,-0.2551,0.0928,0.2176,-0.2334,-0.1945,0.1809,-0.2143,0.1065,-0.0026,-0.0050,-0.1076,0.0018,0.0057,0.1961,0.3277,-0.1132,-0.2081,0.3363,-0.0942,0.1598,0.6598,0.0052,-0.1835,0.7107,0.0083
1776843403954,Invalid,0.700,0.0450,-0.2198,-0.4742,0.1359,-0.2435,-0.3051,-0.1360,-0.2453,-0.3018,0.0758,-0.0651,-0.2527,-0.1761,-0.0360,-0.2622,0.0507,0.0445,-0.2523,-0.1871,0.1782,-0.2570,0.1005,-0.0025,0.0012,-0.1017,0.0019,-0.0005,0.1691,0.3373,-0.1246,-0.2281,0.3511,-0.1251,0.1015,0.6730,-0.0401,-0.2054,0.7292,-0.0560
1776843404478,Invalid,0.700,0.0705,-0.1878,-0.5018,0.1671,-0.1830,-0.3112,-0.1021,-0.2838,-0.3170,0.0915,-0.0631,-0.1529,-0.2001,-0.1847,-0.1585,0.0397,0.0759,-0.0396,-0.2787,-0.0207,-0.0538,0.0990,0.0150,0.0009,-0.1000,-0.0156,0.0001,0.1257,0.3489,0.0151,-0.1800,0.3778,0.0237,0.0721,0.6675,0.1771,-0.2003,0.7209,0.1747
1776843404722,Invalid,0.700,0.0702,-0.2297,-0.4957,0.1944,-0.2309,-0.2953,-0.0868,-0.3113,-0.3139,0.1864,-0.1117,-0.1452,-0.1721,-0.1881,-0.1632,0.1483,0.0107,-0.0662,-0.2890,-0.0293,-0.0853,0.1013,0.0193,-0.0028,-0.1022,-0.0198,0.0038,0.1227,0.3458,-0.0092,-0.1839,0.3588,0.0115,0.0701,0.6316,0.1580,-0.1828,0.7161,0.1501
1776843404970,Invalid,0.700,0.0877,-0.3201,-0.4782,0.1791,-0.3056,-0.2713,-0.1106,-0.3488,-0.2858,0.2390,-0.1490,-0.2081,-0.1461,-0.1940,-0.1111,0.2438,0.0194,-0.2942,-0.2433,-0.0186,-0.0195,0.1002,0.0064,-0.0029,-0.1008,-0.0069,0.0036,0.1570,0.3511,-0.0279,-0.1312,0.3732,-0.0618,0.1389,0.6052,0.1810,-0.1041,0.7466,0.0705
1776843405221,Invalid,0.700,0.0569,-0.4339,-0.3885,0.1418,-0.3794,-0.1963,-0.1318,-0.3762,-0.2255,0.1996,-0.1929,-0.1266,-0.1740,-0.1779,-0.1645,0.2143,0.0083,-0.1752,-0.2344,0.0162,-0.1741,0.0952,-0.0001,-0.0063,-0.0959,-0.0005,0.0070,0.1607,0.3544,-0.0753,-0.1101,0.3314,-0.0652,0.1553,0.7139,0.0251,-0.0748,0.6886,0.0566
1776843405469,Invalid,0.700,0.0036,-0.4985,-0.0933,0.0547,-0.3917,-0.0889,-0.0628,-0.3867,-0.0135,0.0532,-0.1691,-0.1073,-0.0973,-0.1595,-0.0033,0.0505,0.0248,-0.1638,-0.1976,0.0129,-0.0417,0.0469,-0.0028,-0.0308,-0.0475,0.0022,0.0313,0.0387,0.3603,-0.0486,-0.0475,0.3264,0.0024,0.0742,0.7206,-0.0395,-0.0329,0.6687,0.0622
1776843405721,Invalid,0.700,-0.0195,-0.3642,-0.3237,0.1375,-0.3199,-0.2122,-0.1502,-0.2749,-0.1987,0.1840,-0.1247,-0.1320,-0.1528,-0.0905,-0.1545,0.2103,-0.0316,-0.0946,-0.1697,-0.0084,-0.1590,0.1002,-0.0065,-0.0238,-0.1010,0.0060,0.0240,0.0971,0.3570,-0.0020,-0.1277,0.3516,0.0152,0.0376,0.6141,0.1591,-0.0862,0.6441,0.1887
1776843405970,Invalid,0.700,-0.1308,-0.5554,-0.2488,0.0503,-0.4174,-0.2251,-0.1670,-0.4608,-0.1275,0.1211,-0.1766,-0.2275,-0.1856,-0.3199,-0.1045,0.0559,0.0304,-0.2374,-0.2277,-0.2907,-0.1635,0.0743,0.0095,-0.0370,-0.0749,-0.0102,0.0371,0.0709,0.2239,0.1064,-0.0541,0.1740,0.1610,0.0751,0.3640,0.3731,0.0174,0.3728,0.3908